sample	chr	start	end	baf	n_baf	sd_baf	depth_ratio	n_ratio	sd_ratio	CNt	A	B	LPP
sample_001_PC	4	189472970	190082144	0.45381137369999996	16	0.08988360528999999	0.7138762236	10923	0.3840497564	2	1.0	1.0	-7.274722722000001
sample_001_PC	5	163090	45462535	0.49936889149999997	498	0.04581430884	1.06633979	938901	0.3179412989	2	1.0	1.0	-6.746913209
sample_001_PC	5	49658576	90855772	0.23379941710000002	403	0.08201064593	0.6858419929999999	807237	0.2069080278	1	1.0	0.0	-7.084475167000001
sample_001_PC	5	92890507	181260211	0.49919448439999997	1331	0.04678351646000001	1.048440311	2601984	0.3134587325	2	1.0	1.0	-7.031146186
sample_001_PC	6	140219	8064444	0.2602529775	115	0.08753846098	0.6706969756000001	203157	0.19747928829999997	1	1.0	0.0	-7.04183174
sample_001_PC	6	9705403	13790904	0.2671901536	48	0.06466635592999999	1.710475965	120626	0.6317018352	4	3.0	1.0	-6.870252961
sample_001_PC	6	13814108	29608616	0.2717337396	306	0.07837829078	0.6735297306999999	402320	0.2239364863	1	1.0	0.0	-7.188788075
sample_001_PC	6	29636487	29945597	0.49922303100000004	282	0.06825924849	0.8885640737999999	42570	0.3118662769	2	1.0	1.0	-6.800846636
sample_001_PC	6	29948049	29950122	0.25117236600000004	23	0.1060349894	0.5307212456	1583	0.1428829006	1	1.0	0.0	-6.749110756
sample_001_PC	6	29972425	31270885	0.46727883600000003	241	0.039456570919999996	0.9916499404000001	172797	0.317328349	2	1.0	1.0	-7.16849618
sample_001_PC	6	31270951	31385571	0.4959959709	142	0.05045308697	0.7788253412999999	11540	0.2577879691	2	1.0	1.0	-6.841823353
sample_001_PC	6	31385610	32579056	0.4927232006	245	0.04874735772	1.033730402	271501	0.3018809345	2	1.0	1.0	-6.757827507000001
sample_001_PC	6	32580156	32580378	0.2041173886	11	0.06431400243	0.8181892726000001	215	0.07820527689	6	5.0	1.0	-6.766319006
sample_001_PC	6	32580473	33068513	0.4992703357	191	0.0547444319	1.019244757	46526	0.3522179153	2	1.0	1.0	-6.73959425
sample_001_PC	6	33080325	33107076	0.390649746	52	0.05569257826	0.9666779292000001	4365	0.2671319214	3	2.0	1.0	-6.8374378060000005
sample_001_PC	6	33128024	60291602	0.499272138	637	0.04922689534	1.097953025	1217034	0.3308787243	2	1.0	1.0	-6.804688166
sample_001_PC	6	62177126	170640022	0.2222741727	998	0.07506558845	0.7237620190999999	2189695	0.2157629237	1	1.0	0.0	-7.71388865
sample_001_PC	7	31273	57424928	0.4991828675	1108	0.04835052324	1.047584976	1648232	0.3298142388	2	1.0	1.0	-6.9234600770000005
sample_001_PC	7	57425167	58088536	0.4957037404	9	0.1112418536	0.9764395813	5531	0.2624415034	2	1.0	1.0	-6.785888644
sample_001_PC	7	60953607	100965350	0.47761959950000005	809	0.05857639876	1.031943858	1273096	0.33637300270000003	2	1.0	1.0	-7.140245004
sample_001_PC	7	100965381	100966333	0.3587809636	26	0.039565641660000005	1.074132864	729	0.1802426785	6	4.0	2.0	-6.75156988
sample_001_PC	7	100966813	151061731	0.4854417757	842	0.04385714166	1.091774181	1680209	0.3273255832	2	1.0	1.0	-6.873011796
sample_001_PC	7	151064461	159232490	0.49930023590000006	185	0.05412580658	1.0475448520000001	284047	0.32173706329999996	2	1.0	1.0	-6.762451757999999
sample_001_PC	8	413192	43159090	0.2365108218	782	0.07432435622	0.703611613	1173148	0.20935505489999998	1	1.0	0.0	-6.733053771
sample_001_PC	8	46593602	60938848	0.34419997049999995	83	0.061991693210000004	1.3466570780000002	264743	0.41257343469999996	3	2.0	1.0	-7.088381458
sample_001_PC	8	61458701	76855561	0.14326914699999999	195	0.05838266846	5.655525012000001	423653	3.060883902	16	14.0	2.0	-6.743718294
sample_001_PC	8	76984236	98032300	0.2294879209	158	0.06354892013999999	3.41932885	440759	1.756458672	9	7.0	2.0	-6.800586056
sample_001_PC	8	98089748	117822713	0.3303730561	192	0.05415074541	2.593087623	438335	0.9140210125	6	4.0	2.0	-6.857954091
sample_001_PC	8	117831800	132024897	0.2820302138	173	0.056640693570000004	3.0118275530000003	337289	1.212177105	8	6.0	2.0	-6.788752991
sample_001_PC	8	132055139	144995060	0.15661230980000002	448	0.0498874784	1.0466935990000001	638056	0.3274565336	2	2.0	0.0	-6.781323747999999
sample_001_PC	9	14816	12288083	0.2962396196	165	0.07034323095	0.7690749376999999	232787	0.213898458	1	1.0	0.0	-8.201082987000001
sample_001_PC	9	12694255	43129233	0.49928577840000005	402	0.06582814937	1.156055952	836260	0.37074135140000003	2	1.0	1.0	-7.378452897000001
sample_001_PC	9	62798935	138176235	0.4989554193	1675	0.050605592010000006	1.073967411	3188994	0.338810994	2	1.0	1.0	-6.733285893
sample_001_PC	10	49156	38982383	0.4990706739	642	0.057577395479999995	1.041074453	1006435	0.31467715760000003	2	1.0	1.0	-6.953686501
sample_001_PC	10	42115378	42185120	0.4987867833	23	0.1293307492	0.9286729372	1759	0.3196570602	2	1.0	1.0	-6.741727246
sample_001_PC	10	42185416	73735647	0.4991950282	469	0.05904278864	1.121520104	922763	0.3740560146	2	1.0	1.0	-6.9765239789999995
sample_001_PC	10	73759564	76974298	0.08647197156	48	0.044358129100000004	4.968486119	130204	3.1169633560000003	16	15.0	1.0	-6.743785411
sample_001_PC	10	77404109	80609655	0.18021961539999998	137	0.07373108624	2.708394238	139882	1.307650733	7	6.0	1.0	-6.740956944
sample_001_PC	10	83058340	133568088	0.229529973	831	0.07479596296	0.7083917606	1803051	0.2111613351	1	1.0	0.0	-6.771245131000001
sample_001_PC	10	133625384	133626807	0.4861656611	11	0.03276833283	0.8767421661	1297	0.2595008496	2	1.0	1.0	-6.8386345010000005
sample_001_PC	11	133483	20054027	0.2919740407	1060	0.07176309639999999	0.7785809806	1301652	0.2198930305	1	1.0	0.0	-8.912203491
sample_001_PC	11	20077566	35204536	0.3926698642	185	0.06370960299	1.360036975	307689	0.40730836229999995	3	2.0	1.0	-6.989528373
sample_001_PC	11	35222511	50295210	0.49949860869999996	179	0.03869086441	1.083528802	460783	0.3188060291	2	1.0	1.0	-6.740054795
sample_001_PC	11	55268509	134381883	0.4828997451	1857	0.04615694511	1.071028771	3644244	0.315666268	2	1.0	1.0	-6.817944186
sample_001_PC	12	16176	33382575	0.4993334658	889	0.05233473438999999	1.029341454	1430059	0.3027176327	2	1.0	1.0	-7.103479847000001
sample_001_PC	12	39604067	40505060	0.45288701810000004	84	0.03466358277	1.033376019	61242	0.2724503868	2	1.0	1.0	-7.687085472000001
sample_001_PC	12	40505179	43443744	0.28732464690000004	50	0.09403001041000002	1.083735595	68035	0.32845485350000003	2	2.0	0.0	-7.7353546689999995
sample_001_PC	12	43452469	117761481	0.49929703880000004	1025	0.050954967170000004	1.052868806	2871405	0.3265265082	2	1.0	1.0	-6.893986619
sample_001_PC	12	118981798	125652514	0.3693390636	238	0.07248281214999999	1.345817754	573348	0.46195115579999996	3	2.0	1.0	-6.826234965
sample_001_PC	12	127624389	133063073	0.1557158682	244	0.07369414043	1.068452589	251501	0.33594819060000003	2	2.0	0.0	-6.7338635810000005
sample_001_PC	13	18174138	18212026	0.40635425560000005	23	0.0629193599	0.6248152181000001	2787	0.1630608788	3	2.0	1.0	-7.456671113
sample_001_PC	13	18212113	114299067	0.23549837420000003	978	0.07176969009999999	0.6832711639	1808713	0.20034640480000002	1	1.0	0.0	-7.756590973
sample_001_PC	14	18412145	106681225	0.4993034983	1877	0.046868888330000004	1.0607435920000001	3366883	0.32124182100000004	2	1.0	1.0	-6.811380513
sample_001_PC	15	19887959	20106227	0.2441503934	10	0.18420052480000002	0.6272225544	9328	0.20794510079999998	1	1.0	0.0	-6.773629917
sample_001_PC	15	20106346	22360701	0.4071601975	66	0.08177883216	0.7661166875	63506	0.4326423557	2	1.0	1.0	-8.149606616
sample_001_PC	15	22371869	57440545	0.2289665905	752	0.07733389676	0.7020879823999999	1602716	0.2089003002	1	1.0	0.0	-6.740809445
sample_001_PC	15	57461669	101751520	0.1509191354	928	0.059406838729999994	1.112673663	1974304	0.3443637678	2	2.0	0.0	-7.003857472000001
sample_001_PC	15	101752636	101975054	0.4963233282	20	0.11580014539999998	1.011641484	22792	0.36030629299999994	2	1.0	1.0	-6.7373110270000005
sample_001_PC	16	16488	31476492	0.4992161329	1201	0.04834051561000001	1.045106538	2191135	0.3353781326	2	1.0	1.0	-6.855527876
sample_001_PC	16	31894810	36101522	0.48157853659999994	46	0.09406468377999999	0.9101846779	96600	0.33880648939999997	2	1.0	1.0	-7.3048297060000005
sample_001_PC	16	46386441	46401545	0.45335932240000004	15	0.059513343839999996	0.370361944	4679	0.102301406	0	0.0	0.0	-7.090414321
sample_001_PC	16	46663186	90094657	0.2356387448	973	0.07060006894	0.7061013304000001	1714401	0.21468867760000002	1	1.0	0.0	-6.740993864
sample_001_PC	17	137603	21244091	0.2356317425	989	0.07133152858	0.6971609590000001	1710585	0.20970000719999998	1	1.0	0.0	-6.75646589
sample_001_PC	17	21295575	22568603	0.4348019546	108	0.05451962406000001	0.88995606	20973	0.3183329763	2	1.0	1.0	-7.742861556
sample_001_PC	17	26619779	77561431	0.4818652904	1271	0.04746553579	1.111211618	3401747	0.3426410863	2	1.0	1.0	-7.107034275
sample_001_PC	17	77561437	77562297	0.49850368450000004	9	0.1332664416	1.15311667	730	0.3327335579	2	1.0	1.0	-6.733128906
sample_001_PC	17	77562303	83084897	0.49927513	503	0.044940885959999996	1.092575332	616773	0.3478675536	2	1.0	1.0	-6.741220371
sample_001_PC	18	83870	9888072	0.4994290524	165	0.047526734220000005	1.0403627420000001	271256	0.3034273032	2	1.0	1.0	-6.797149363
sample_001_PC	18	10468456	10539742	0.2840794218	9	0.08319405027	0.7180583759999999	5898	0.21857721859999998	1	1.0	0.0	-6.922410523
sample_001_PC	18	10672854	15325724	0.4995033765	109	0.044651474360000006	1.01290918	203884	0.3088435333	2	1.0	1.0	-6.831862939
sample_001_PC	18	21023616	80168979	0.2343552668	526	0.07508519287000001	0.702069715	1104656	0.2007420128	1	1.0	0.0	-6.737102872
sample_001_PC	19	281383	14518359	0.2311428479	1307	0.06709809504	0.6761318772	1949378	0.2072892391	1	1.0	0.0	-7.034271163
sample_001_PC	19	14545835	19654759	0.37027576560000003	485	0.05690703366	1.423328486	749795	0.46554756259999996	3	2.0	1.0	-6.736524028
sample_001_PC	19	19663114	23915294	0.3616305848	174	0.07547287376	1.018726676	234956	0.37364929539999997	2	1.0	1.0	-8.326132216
sample_001_PC	19	27897114	51964950	0.49918431020000004	1591	0.05352036543000001	1.045592286	2544279	0.32032575739999997	2	1.0	1.0	-6.832680432
sample_001_PC	19	51965334	54219752	0.4991162578	220	0.05603202547	0.9194797575	290433	0.284059506	2	1.0	1.0	-7.1126660070000005
sample_001_PC	19	54219869	54238817	0.3587739046	18	0.07077426602999999	1.0366825659999999	5111	0.4140627173	3	2.0	1.0	-6.760412604
sample_001_PC	19	54239123	58571001	0.4993887408	579	0.046301886560000005	1.036703183	631973	0.3126219863	2	1.0	1.0	-6.766185964
sample_001_PC	20	96321	26081671	0.48252288299999996	477	0.05071457938999999	1.041007396	797672	0.315598332	2	1.0	1.0	-6.952157528
sample_001_PC	20	28581925	30813165	0.49905399200000006	182	0.08524736493999999	0.9835820495	32509	0.34357230780000003	2	1.0	1.0	-6.8195737439999995
sample_001_PC	20	30895179	64240055	0.49909495229999995	863	0.05301835124	1.080741014	1746173	0.32678959539999997	2	1.0	1.0	-6.740514833
sample_001_PC	21	5033666	13052061	0.4987470028	45	0.1215749841	0.7925829611	45480	0.35855658149999997	2	1.0	1.0	-9.031847112000001
sample_001_PC	21	13350657	13951395	0.4615487148	23	0.04266275509	0.8430866376999999	18795	0.24882437440000002	2	1.0	1.0	-7.507781999
sample_001_PC	21	13960885	41243366	0.3151415568	234	0.08123147127000001	0.7515251054000001	482202	0.21954027850000002	1	1.0	0.0	-8.451593804
sample_001_PC	21	41377262	45538068	0.49941299170000003	315	0.04592297424	1.065341983	311774	0.34498934130000003	2	1.0	1.0	-6.73450388
sample_001_PC	21	45641353	46651618	0.2444581249	91	0.042091713339999996	2.2436619540000002	146652	0.9146962023999999	5	4.0	1.0	-6.734050101
sample_001_PC	22	10678964	12694025	0.4698383635	47	0.1237100322	0.6908624622	18410	0.277270819	1	1.0	0.0	-8.348823689
sample_001_PC	22	15528913	50743971	0.2336872323	1532	0.07504498652000001	0.7090904599	2378617	0.2141524839	1	1.0	0.0	-6.762947154
sample_001_PC	X	311240	49603671	0.38718328590000006	22	0.07183645447	1.109296963	1136259	0.3286026823	1			-4.286578734
sample_001_PC	X	102460883	156025024	0.4991378608	30	0.06917111882	1.111971526	1263094	0.3328805511	1			-4.344180585
sample_001_PC	Y	9467257	11986608	0.48967099350000004	85	0.09705175206	1.388843284	25638	0.6313210888	1			-4.253864968999999
sample_001_PC	Y	26436794	56878568	0.305516955	5	0.1648068567	1.212210293	5156	0.6643337846	1			-4.5654479089999995
sample_002_PC	1	14653	121398063	0.4990350461	1682	0.060010533260000005	0.876922633	4097379	0.2469412747	2	1.0	1.0	-8.35813074
sample_002_PC	1	125179850	155240336	0.3886861165	322	0.06763498736000001	1.406623701	818308	0.4510183129	9	6.0	3.0	-6.821012522999999
sample_002_PC	1	155325282	248917420	0.4736463381	1328	0.049598852019999994	1.078486471	3066077	0.2955673689	5	3.0	2.0	-6.761575417
sample_002_PC	2	42980	91747915	0.4866331035	776	0.050491358449999996	0.9965901003000001	2175363	0.276446911	4	2.0	2.0	-6.783796858
sample_002_PC	2	94265676	97167422	0.4990297106	88	0.08394285761	0.9732525112999999	186484	0.265196621	4	2.0	2.0	-6.7514173689999994
sample_002_PC	2	97167605	242130773	0.49901869479999994	1499	0.05311051459	0.9492019198999999	3858060	0.2611610387	3	2.0	1.0	-8.117193325
sample_002_PC	3	405848	88950817	0.4992652225	792	0.05123235055	1.0078018359999998	2456755	0.2686532654	4	2.0	2.0	-6.775896725
sample_002_PC	3	93470371	198169746	0.49919684909999995	991	0.05777774561000001	0.9453485509999999	2485490	0.25837468140000003	3	2.0	1.0	-7.654881892000001
sample_002_PC	4	85671	49061855	0.49928556960000003	609	0.0517272735	0.9853265975	1077134	0.2731719803	4	2.0	2.0	-6.819390322
sample_002_PC	4	49092775	49711665	0.4804054815	21	0.09650176411	1.531734406	4167	1.044241129	11	6.0	5.0	-6.73546365
sample_002_PC	4	52885765	188144265	0.4993071785	929	0.05111563976	0.9798399731	2242674	0.2646261168	4	2.0	2.0	-7.1840512610000005
sample_002_PC	4	188270946	190179547	0.4987664909	10	0.1145454786	0.9548319184	13402	0.2671996724	4	2.0	2.0	-6.767352442999999
sample_002_PC	5	163090	43609241	0.48044441369999996	373	0.055820863820000004	0.9078781543000001	803342	0.2430211893	3	2.0	1.0	-6.920571863999999
sample_002_PC	5	49601996	49666437	0.41464097310000003	18	0.0638354963	2.32065541	2191	0.8818939062000001	16	10.0	6.0	-6.736603962999999
sample_002_PC	5	51387821	181243548	0.4991189218	1188	0.05604351799	0.9323374465	3061837	0.2541109397	3	2.0	1.0	-7.257313337
sample_002_PC	6	140219	60544763	0.4974622211	1095	0.054313865999999995	0.9726353276999999	2284160	0.2663937228	4	2.0	2.0	-7.106906445
sample_002_PC	6	61574342	170391160	0.49892681200000005	877	0.056428879870000004	0.8999699337999999	2029825	0.24920848469999998	3	2.0	1.0	-7.53531977
sample_002_PC	7	31439	58088493	0.4993187457	783	0.05459649442000001	0.8751376798999999	1401240	0.25996644469999997	2	1.0	1.0	-7.476489314
sample_002_PC	7	60993073	71300517	0.4991058524	93	0.06442114314	0.974642907	149516	0.2889261458	4	2.0	2.0	-6.782088959
sample_002_PC	7	72278847	73462836	0.2491526556	12	0.07317905604	1.724374129	57452	0.6645353349	13	12.0	1.0	-6.735472867
sample_002_PC	7	73570450	98310675	0.4991950338	207	0.05779343591	0.8710136566	573281	0.253463891	2	1.0	1.0	-7.014531423999999
sample_002_PC	7	98386123	101210630	0.41658734869999997	193	0.059761336279999994	1.1099227790000001	337422	0.3007501938	6	4.0	2.0	-6.804490272000001
sample_002_PC	7	102248841	159034635	0.4993032576	726	0.04996456554	0.8516288342	1612050	0.2277925677	2	1.0	1.0	-6.845841234
sample_002_PC	8	192140	42943471	0.39686408079999996	610	0.07100596149	0.845386869	1062891	0.23294468440000002	2	2.0	0.0	-6.757131425
sample_002_PC	8	47122195	144889502	0.3179320667	910	0.06640529563999999	1.2651805809999999	2023967	0.3457009393	7	6.0	1.0	-6.9900835279999995
sample_002_PC	9	14764	17409558	0.4991011992	159	0.07025611703	0.7536732067	296818	0.2029408881	1	1.0	0.0	-7.06137263
sample_002_PC	9	18681823	42821663	0.3365978011	270	0.08076487207000001	0.9536850212000001	612758	0.2658430722	3	3.0	0.0	-7.082942903999999
sample_002_PC	9	62601663	138175541	0.4989489434	1397	0.05400601343999999	1.0043765340000002	2846809	0.2716301954	4	2.0	2.0	-6.744300191000001
sample_002_PC	10	47663	39967657	0.49918126840000004	500	0.05485283832000001	0.8456630667	857777	0.24143168210000002	2	1.0	1.0	-6.748892089
sample_002_PC	10	41879458	69257191	0.42426248450000004	242	0.06737465542	1.04263315	588175	0.2889644646	4	3.0	1.0	-7.058091925
sample_002_PC	10	69266754	74103992	0.282078192	180	0.06524374844	1.4595024669999999	290520	0.42206854299999996	10	9.0	1.0	-6.736519887
sample_002_PC	10	75431683	79826287	0.1648300412	58	0.05020212322	2.512108015	104372	0.8600628127	19	19.0	0.0	-6.819568227
sample_002_PC	10	79842314	133689399	0.4992518775	817	0.051460326349999995	0.8371213053000001	1711323	0.2359641213	2	1.0	1.0	-6.742228647999999
sample_002_PC	11	133579	50170217	0.4992653931	1060	0.04953937776	0.9466272745000001	1886031	0.2513229309	3	2.0	1.0	-7.504216518
sample_002_PC	11	54603136	69303910	0.4992763503	462	0.060517845710000004	0.9916570890999999	1280092	0.2687088849	4	2.0	2.0	-6.74193268
sample_002_PC	11	69810617	70660101	0.1341977629	21	0.05821135546	2.712985852	49448	1.1343490390000002	20	20.0	0.0	-6.786018607000001
sample_002_PC	11	71548456	106052837	0.4604869773	297	0.060716940700000006	0.9789368139	852974	0.27404078309999996	4	2.0	2.0	-7.100746082000001
sample_002_PC	11	107803179	124754187	0.4097431079	309	0.06243357551	0.8167998968000001	724011	0.2218167543	2	2.0	0.0	-6.900215576
sample_002_PC	11	124877941	134356397	0.48676123450000003	179	0.0518540537	1.093134112	292473	0.2825311872	5	3.0	2.0	-6.866532716
sample_002_PC	12	12881	34166368	0.4990843323	612	0.05257787665	1.03433379	1269508	0.2818753116	4	2.0	2.0	-7.011635693
sample_002_PC	12	37575392	40433777	0.4993010644	41	0.06093264974	1.005111174	59737	0.2790904101	4	2.0	2.0	-6.733653382999999
sample_002_PC	12	40483616	40514272	0.32281588699999997	17	0.05189050973	1.177459638	14202	0.262250248	8	7.0	1.0	-6.74069957
sample_002_PC	12	40514309	132859130	0.49932516829999996	1379	0.04579599607	1.040703962	3357087	0.2832356506	4	2.0	2.0	-7.664846089
sample_002_PC	13	18173951	114325924	0.4994459184	874	0.05454350528	0.8806186873999999	1693791	0.2372399648	2	1.0	1.0	-8.40354781
sample_002_PC	14	18699204	106802973	0.49928348899999997	1441	0.047529771830000005	1.001802962	3029181	0.2808632601	4	2.0	2.0	-6.735050695
sample_002_PC	15	19899435	101973481	0.49907731689999996	1674	0.0566621329	0.9221268128	3282324	0.2542514774	3	2.0	1.0	-7.055336679
sample_002_PC	16	17135	36101193	0.4033037194	924	0.06155744613	1.107488743	2084364	0.3203906633	5	4.0	1.0	-6.895468087
sample_002_PC	16	46387830	58723779	0.4806608046	187	0.05235009293000001	1.163033205	456452	0.3666676453	6	3.0	3.0	-6.814239637999999
sample_002_PC	16	61713765	90167920	0.3797880573	715	0.06980742386	0.8342514690999999	1161810	0.232043177	2	2.0	0.0	-6.827561687
sample_002_PC	17	137637	4447072	0.4557357242	294	0.047524722930000006	1.025091298	377314	0.2734506325	5	3.0	2.0	-6.839740798999999
sample_002_PC	17	4447112	9183426	0.3960666454	300	0.0685149591	0.8500545673000001	619198	0.2300096693	2	2.0	0.0	-6.750154277999999
sample_002_PC	17	9643234	21415351	0.4991720504	341	0.053053881270000006	1.011721316	631257	0.2769400716	4	2.0	2.0	-6.74539213
sample_002_PC	17	21415470	22044506	0.2921215238	15	0.0771213021	0.9748576945999999	9479	0.2763177517	5	5.0	0.0	-6.837554307
sample_002_PC	17	25920240	83094662	0.49926816090000004	1328	0.047763654979999993	1.025261134	3592480	0.2834738581	4	2.0	2.0	-6.985324543
sample_002_PC	18	47492	15006392	0.37889079049999996	273	0.06684756532000001	0.8403844448000001	422752	0.2281222177	2	2.0	0.0	-6.823192792
sample_002_PC	18	21403805	80169229	0.4004314304	422	0.06585007839	0.8328765909	1020428	0.2276054672	2	2.0	0.0	-6.791035537999999
sample_002_PC	19	281360	24163431	0.4993103444	1619	0.053080346960000004	0.9582875761	2646165	0.2659187965	4	2.0	2.0	-7.082046299
sample_002_PC	19	27963254	58563286	0.4992315331	1692	0.05084633627	0.9722605736	3099887	0.2604533149	4	2.0	2.0	-6.941821825
sample_002_PC	20	96321	26103425	0.49929225520000003	402	0.04806235766	1.125976081	740265	0.3051602044	6	3.0	3.0	-6.8765331970000005
sample_002_PC	20	28588753	56637655	0.49902493509999996	476	0.0665192466	0.9746252362000001	1159647	0.2675505844	4	2.0	2.0	-6.886010185
sample_002_PC	20	57173150	60003013	0.1829600293	59	0.0493266584	2.753967153	147427	1.070196488	20	19.0	1.0	-6.786619178
sample_002_PC	20	61254688	64205101	0.4572953915	143	0.04772243094	0.9211159634999999	296537	0.2509974483	3	2.0	1.0	-6.733172581
sample_002_PC	21	7819800	10649604	0.4989709371	34	0.10923601570000001	0.8378405659999999	20747	0.2626223353	2	1.0	1.0	-6.7333192639999995
sample_002_PC	21	13384473	46643564	0.40428910840000004	539	0.06983293352999999	0.8866976541	852900	0.2458894053	3	3.0	0.0	-7.300049047000001
sample_002_PC	22	10742205	12693374	0.39277628600000003	17	0.060930529389999995	0.7773765147	11320	0.2222892437	2	2.0	0.0	-6.897874524
sample_002_PC	22	12693375	12694048	0.43409997170000003	9	0.04674962864	1.105719175	673	0.130706438	6	4.0	2.0	-6.73545654
sample_002_PC	22	15529064	17585347	0.3652858315	83	0.06898221715	1.31729028	86437	0.4064643426	8	6.0	2.0	-6.7566063860000005
sample_002_PC	22	17803906	50730617	0.4977028847	1062	0.05063481846	0.9444140027	2130193	0.2635665527	3	2.0	1.0	-7.288803996
sample_002_PC	X	288706	49590848	0.365764085	61	0.07844152045	1.0939187609999999	990438	0.3050817973	3			-4.940896372
sample_002_PC	X	73223635	156023379	0.4991732978	41	0.06409016134	1.338743205	1396642	1.43714123	4			-4.018184532
sample_002_PC	Y	9466925	11722097	0.4164715035	85	0.06785824737000001	0.9408491287	14709	0.3350487983	2			-4.057801302
sample_002_PC	Y	26436774	56855282	0.36782798590000004	4	0.07294004387	0.8834713890000001	3404	0.3420457563	1			-4.378865526
sample_003_PC	1	13273	4175708	0.4988182926	127	0.1014239827	1.576674128	317005	0.7673316208	8	4.0	4.0	-6.77718898
sample_003_PC	1	5863728	16421205	0.23184848440000003	332	0.08996318315	1.108299677	581367	0.5487845242	4	4.0	0.0	-6.791132155
sample_003_PC	1	16520695	16648285	0.4986862661	40	0.1184873438	0.6641331364999999	27628	0.4583309169	2	1.0	1.0	-6.741460743999999
sample_003_PC	1	16648483	67686488	0.2317430361	759	0.09404005682	1.024293007	2117402	0.5139955111	4	4.0	0.0	-7.289494846
sample_003_PC	1	67686680	121397990	0.2861344085	445	0.1075946341	0.7676868017	1303300	0.39360220729999995	2	2.0	0.0	-6.742966097
sample_003_PC	1	125119980	152357376	0.4453763641	170	0.10157277099999999	1.210847118	598001	0.7215584364000001	5	3.0	2.0	-6.787249714
sample_003_PC	1	152399559	155184175	0.35703933130000004	70	0.0814110611	1.6217308469999998	244863	0.7927943336	7	5.0	2.0	-6.744825787999999
